id,prov_id,provenance_url,status,error_reason
dc/base/EurostatData_LifeExpectancy,dc/base/EurostatData_LifeExpectancy,https://ec.europa.eu/eurostat/databrowser/view/demo_r_mlifexp/default/table?lang=en,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/Google_SustainabilityFinancialIncentives,dc/base/Google_SustainabilityFinancialIncentives,https://www.google.com,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NewYorkUniversity_Diabetes,dc/base/NewYorkUniversity_Diabetes,https://www.health.ny.gov/statistics/prevention/injury_prevention/information_for_action/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NewYork_Education,dc/base/NewYork_Education,https://data.cityofnewyork.us/browse?category=Education,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/OECDRegionalDemography_Mortality,dc/base/OECDRegionalDemography_Mortality,https://stats.oecd.org/Index.aspx?DataSetCode=REGION_DEMOGR#,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/OECDRegionalEducation,dc/base/OECDRegionalEducation,https://stats.oecd.org/Index.aspx?DataSetCode=REGION_EDUCAT,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/India_RBI_State_Statistics,dc/base/India_RBI_State_Statistics,https://rbi.org.in/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/India_RBIStateDomesticProduct,dc/base/India_RBIStateDomesticProduct,https://rbi.org.in/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/UNEnergy,dc/base/UNEnergy,https://unstats.un.org/unsd/energystats/data/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/UNData,dc/base/UNData,https://data.un.org/Data.aspx?q=city+population&d=POP&f=tableCode%3a240,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/USBTS_Tract_Household_Transportation,dc/base/USBTS_Tract_Household_Transportation,https://www.bts.dot.gov/latch/latch-data,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/BLS_CPI,dc/base/BLS_CPI,https://www.bls.gov/cpi/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/US_CPI,dc/base/US_CPI,https://www.bls.gov/cpi/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/BLS_CPI_Category,dc/base/BLS_CPI_Category,https://www.bls.gov/cpi/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/BLS_CES_State,dc/base/BLS_CES_State,https://www.bls.gov/sae/overview.htm,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/BLS_CES,dc/base/BLS_CES,https://www.bls.gov/ces/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/BLS_JOLTS,dc/base/BLS_JOLTS,https://www.bls.gov/jlt/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/BLS_CPS,dc/base/BLS_CPS,https://www.bls.gov/cps/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CDC_OzoneCensusTract,dc/base/CDC_OzoneCensusTract,https://data.cdc.gov/browse?category=Environmental+Health+%26+Toxicology,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CDC_Mortality_UnderlyingCause_SingleRace,dc/base/CDC_Mortality_UnderlyingCause_SingleRace,https://wonder.cdc.gov/ucd-icd10-expanded.html,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CDC_PM25CensusTract,dc/base/CDC_PM25CensusTract,https://data.cdc.gov/browse?category=Environmental+Health+%26+Toxicology,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CDC_Mortality_UnderlyingCause,dc/base/CDC_Mortality_UnderlyingCause,https://wonder.cdc.gov/ucd-icd10.html,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CDC_OzoneCounty,dc/base/CDC_OzoneCounty,https://data.cdc.gov/browse?category=Environmental+Health+%26+Toxicology&sortBy=last_modified&page=1,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/USDA_AgricultureSurvey,dc/base/USDA_AgricultureSurvey,https://quickstats.nass.usda.gov/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/US_Federal_Rates,dc/base/US_Federal_Rates,https://www.federalreserve.gov/DataDownload/Choose.aspx?rel=H15,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/EIA_Electricity,dc/base/EIA_Electricity,https://www.eia.gov/opendata/browser/electricity,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/EIA_SEDS,dc/base/EIA_SEDS,https://www.eia.gov/opendata/qb.php?category=40203,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/EIA_NaturalGas,dc/base/EIA_NaturalGas,https://www.eia.gov/opendata/qb.php?category=714804,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCES_NationsReportCard,dc/base/NCES_NationsReportCard,https://nces.ed.gov/nationsreportcard/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/EIA_Petroleum,dc/base/EIA_Petroleum,https://www.eia.gov/opendata/qb.php?category=714755,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCES_SchoolDistrictStats,dc/base/NCES_SchoolDistrictStats,https://nces.ed.gov/ccd/elsi/tableGenerator.aspx,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCES_PublicSchoolStats,dc/base/NCES_PublicSchoolStats,https://nces.ed.gov/ccd/elsi/tableGenerator.aspx,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCES_SchoolDistrict,dc/base/NCES_SchoolDistrict,https://nces.ed.gov/ccd/elsi/tableGenerator.aspx,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/EIA_International,dc/base/EIA_International,https://www.eia.gov/opendata/qb.php?category=2134384,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCES_PublicSchool,dc/base/NCES_PublicSchool,https://nces.ed.gov/ccd/elsi/tableGenerator.aspx,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCES_Bachelors_Degree_By_Field_Import,dc/base/NCES_Bachelors_Degree_By_Field_Import,https://nces.ed.gov,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/NCES_PrivateSchoolStats,dc/base/NCES_PrivateSchoolStats,https://nces.ed.gov/ccd/elsi/tableGenerator.aspx,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCES_HBCU_Enrollment_Import,dc/base/NCES_HBCU_Enrollment_Import,https://nces.ed.gov/programs/digest/d22/tables/dt22_313.30.asp,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/US_CCD_Enrollment,dc/base/US_CCD_Enrollment,https://nces.ed.gov/programs/digest/d24/tables/dt24_203.65.asp,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCES_STEM_Degrees_Import,dc/base/NCES_STEM_Degrees_Import,https://nces.ed.gov/programs/digest/d22/tables/dt22_318.45.asp,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/FARS_CrashData,dc/base/FARS_CrashData,https://www.nhtsa.gov/file-downloads?p=nhtsa/downloads/FARS/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NOAA_GlobalForecastSystem,dc/base/NOAA_GlobalForecastSystem,https://nomads.ncep.noaa.gov/pub/data/nccf/com/gfs/prod/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCSES_Employed_College_Grads_Import,dc/base/NCSES_Employed_College_Grads_Import,https://ncsesdata.nsf.gov/explorer/datatables?term=race&exactMatch=no&page=1&filterSuperTopic=Demographics&filterTopic=Sex&datatablespage=2,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/WorldBank_IDS,dc/base/WorldBank_IDS,https://databank.worldbank.org/source/international-debt-statistics,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/MidDcidMappings,dc/base/MidDcidMappings,https://www.google.com,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/ExperimentalStatVars,dc/base/ExperimentalStatVars,https://datacommons.org,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/AutoGeneratedStatVars,dc/base/AutoGeneratedStatVars,https://datacommons.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/HumanReadableStatVars,dc/base/HumanReadableStatVars,https://datacommons.org,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/BaseSchema,dc/base/BaseSchema,https://datacommons.org,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/EIA_NuclearOutages,dc/base/EIA_NuclearOutages,https://www.eia.gov/opendata/qb.php?category=2889994,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/EIA_TotalEnergy,dc/base/EIA_TotalEnergy,https://www.eia.gov/opendata/qb.php?category=711224,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/IndiaLGDCodes,dc/base/IndiaLGDCodes,https://lgdirectory.gov.in/downloadDirectory.do?OWASP_CSRFTOKEN=G4BW-2HK0-ZHUD-605W-VA1F-EAC8-M9J0-W4S5,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/GoogleKGOnlyGeos,dc/base/GoogleKGOnlyGeos,https://www.google.com,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/GeoGridPlace_1Deg_Contains_With_Oceans,dc/base/GeoGridPlace_1Deg_Contains_With_Oceans,https://www.marineregions.org/sources.php#goas,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/GeoCoordinatesData_Oceans,dc/base/GeoCoordinatesData_Oceans,https://www.marineregions.org/sources.php#goas,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/GeoCoordinatesData_UK,dc/base/GeoCoordinatesData_UK,https://geoportal.statistics.gov.uk/datasets/ons::lsoa-dec-2011-boundaries-generalised-clipped-bgc-ew-v3-2/explore,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/ABCDAntibodyAtlas,dc/base/ABCDAntibodyAtlas,https://web.expasy.org/abcd/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCES_PrivateSchool,dc/base/NCES_PrivateSchool,https://nces.ed.gov/ccd/elsi/tableGenerator.aspx,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/Climate_StatVarCalculation,dc/base/Climate_StatVarCalculation,https://datacommons.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/DataCommons_CoverageStats,dc/base/DataCommons_CoverageStats,https://datacommons.org,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NearbyGeos,dc/base/NearbyGeos,https://datacommons.org,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/Energy_StatVarCalculation,dc/base/Energy_StatVarCalculation,https://datacommons.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/RawStatVars,dc/base/RawStatVars,https://datacommons.org,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/MolecularINTeractionDatabase,dc/base/MolecularINTeractionDatabase,https://mint.bio.uniroma2.it/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/The_Sequence_Ontology,dc/base/The_Sequence_Ontology,http://www.sequenceontology.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/PlaceIdDcidMappings,dc/base/PlaceIdDcidMappings,https://www.google.com,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/EPA_Superfund_Measurement_Sites,dc/base/EPA_Superfund_Measurement_Sites,https://cumulis.epa.gov/supercpad/SiteProfiles/index.cfm?fuseaction=second.scs&id=0601269&doc=Y&colid=33990&region=06&type=SC,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.28
dc/base/ICTV_MasterSpeciesList,dc/base/ICTV_MasterSpeciesList,https://ictv.global/msl,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/ICTV_VirusMetadataResource,dc/base/ICTV_VirusMetadataResource,https://ictv.global/vmr,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/India_RBIStateDomesticProduct_AggCountry,dc/base/India_RBIStateDomesticProduct_AggCountry,https://rbi.org.in/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/India_RBIStateDomesticProduct_StatVarAgg_AggCountry,dc/base/India_RBIStateDomesticProduct_StatVarAgg_AggCountry,https://rbi.org.in/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/India_RBIStateDomesticProduct_StatVarAgg,dc/base/India_RBIStateDomesticProduct_StatVarAgg,https://rbi.org.in/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/DeepSolar_AggCensusTract_AggCounty,dc/base/DeepSolar_AggCensusTract_AggCounty,http://web.stanford.edu/group/deepsolar/home,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/DeepSolar_AggCensusTract,dc/base/DeepSolar_AggCensusTract,http://web.stanford.edu/group/deepsolar/home,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/OCHAGeoCoordinates_Simplified,dc/base/OCHAGeoCoordinates_Simplified,https://data.humdata.org,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/SIDER,dc/base/SIDER,http://sideeffects.embl.de/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/OCHAGeoCoordinatesExtended,dc/base/OCHAGeoCoordinatesExtended,https://data.humdata.org,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/OCHAGeoCoordinates,dc/base/OCHAGeoCoordinates,https://data.humdata.org,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S1201_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S1201_StatVarAgg,https://data.census.gov/cedsci/table?q=S1201&tid=ACSST5Y2019.S1201,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S0804_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S0804_StatVarAgg,https://data.census.gov/table/ACSST5Y2022.S0804,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S1251_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S1251_StatVarAgg,https://data.census.gov/cedsci/table?q=S1251&tid=ACSST5Y2023.S1251,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2408_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S2408_StatVarAgg,https://data.census.gov/cedsci/table?q=S2408&tid=ACSST5Y2023.S2408,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S0504_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S0504_StatVarAgg,https://data.census.gov/cedsci/table?q=S0504&tid=ACSST5Y2019.S0504,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCES_PublicSchoolStats_SuperEnum,dc/base/NCES_PublicSchoolStats_SuperEnum,https://datacommons.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S0801_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S0801_StatVarAgg,https://data.census.gov/table/ACSST5Y2023.S0801,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/ACSED5YrSurvey_StatVarAgg,dc/base/ACSED5YrSurvey_StatVarAgg,https://nces.ed.gov/programs/edge/Demographic/ACS,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCES_PrivateSchoolStats_SuperEnum,dc/base/NCES_PrivateSchoolStats_SuperEnum,https://datacommons.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCES_SchoolDistrictStats_SuperEnum,dc/base/NCES_SchoolDistrictStats_SuperEnum,https://datacommons.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCBI_Assembly_Summary_Reports,dc/base/NCBI_Assembly_Summary_Reports,https://www.ncbi.nlm.nih.gov/assembly/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCBI_Gene,dc/base/NCBI_Gene,https://www.ncbi.nlm.nih.gov/gene,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NCBI_Taxonomy,dc/base/NCBI_Taxonomy,https://www.ncbi.nlm.nih.gov/taxonomy/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/WikidataGeo_Jordan,dc/base/WikidataGeo_Jordan,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Israel,dc/base/WikidataGeo_Israel,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/MedicalSubjectHeadings,dc/base/MedicalSubjectHeadings,https://meshb.nlm.nih.gov/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/WikidataOtherIdGeos,dc/base/WikidataOtherIdGeos,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Croatia,dc/base/WikidataGeo_Croatia,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_OCHA_Ireland,dc/base/WikidataGeo_OCHA_Ireland,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataIdDcidMappings,dc/base/WikidataIdDcidMappings,https://www.google.com,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/WikidataGeo_Fiji,dc/base/WikidataGeo_Fiji,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Federated_States_of_Micronesia,dc/base/WikidataGeo_Federated_States_of_Micronesia,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Guinea,dc/base/WikidataGeo_Guinea,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Cyprus,dc/base/WikidataGeo_Cyprus,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataI18nNames,dc/base/WikidataI18nNames,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Niger,dc/base/WikidataGeo_Niger,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Pakistan,dc/base/WikidataGeo_Pakistan,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Luxembourg,dc/base/WikidataGeo_Luxembourg,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Afghanistan,dc/base/WikidataGeo_Afghanistan,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Myanmar,dc/base/WikidataGeo_Myanmar,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Ukraine,dc/base/WikidataGeo_Ukraine,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Gabon,dc/base/WikidataGeo_Gabon,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Kiribati,dc/base/WikidataGeo_Kiribati,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Guinea_Bissau,dc/base/WikidataGeo_Guinea_Bissau,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Argentina,dc/base/WikidataGeo_Argentina,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_NewZealand,dc/base/WikidataGeo_NewZealand,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_UnitedArabEmirates,dc/base/WikidataGeo_UnitedArabEmirates,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Solomon_Islands,dc/base/WikidataGeo_Solomon_Islands,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_SouthKorea,dc/base/WikidataGeo_SouthKorea,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Qatar,dc/base/WikidataGeo_Qatar,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeos,dc/base/WikidataGeos,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Estonia,dc/base/WikidataGeo_Estonia,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Tonga,dc/base/WikidataGeo_Tonga,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Albania,dc/base/WikidataGeo_Albania,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeos_HongKong,dc/base/WikidataGeos_HongKong,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Sudan,dc/base/WikidataGeo_Sudan,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Turkmenistan,dc/base/WikidataGeo_Turkmenistan,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_GB_Ireland,dc/base/WikidataGeo_GB_Ireland,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Gambia,dc/base/WikidataGeo_Gambia,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WikidataGeo_Bahamas,dc/base/WikidataGeo_Bahamas,https://www.wikidata.org/,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/TemperatureEvents_Agg,dc/base/TemperatureEvents_Agg,https://datacommons.org,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/OECDRegionalDemography_Person_Age_StatVarAgg,dc/base/OECDRegionalDemography_Person_Age_StatVarAgg,https://datacommons.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/FireWFIGS_Agg,dc/base/FireWFIGS_Agg,https://data-nifc.opendata.arcgis.com/datasets/nifc::wfigs-wildland-fire-locations-full-history/about,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/IndiaPLFS_Wages,dc/base/IndiaPLFS_Wages,https://mospi.gov.in/web/plfs,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/IndiaPLFS_DailyWages,dc/base/IndiaPLFS_DailyWages,https://mospi.gov.in/web/plfs,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/IndiaPoverty,dc/base/IndiaPoverty,https://socialjustice.gov.in/common/76672,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/BIS_CentralBankPolicyRate,dc/base/BIS_CentralBankPolicyRate,https://data.bis.org/topics/CBPOL/data,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/MOSPI_IndiaPLFS_DailyWages,dc/base/MOSPI_IndiaPLFS_DailyWages,https://esankhyiki.mospi.gov.in/macroindicators?product=plfs,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/MOSPI_IndiaPLFS_MonthlyWages,dc/base/MOSPI_IndiaPLFS_MonthlyWages,https://esankhyiki.mospi.gov.in/macroindicators?product=plfs,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/IndiaRBI_UnemploymentRate,dc/base/IndiaRBI_UnemploymentRate,https://rbi.org.in/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/IndiaRBI_Poverty,dc/base/IndiaRBI_Poverty,https://rbi.org.in/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/Brazil_RuralDevelopmentProgram,dc/base/Brazil_RuralDevelopmentProgram,https://aplicacoes.cidadania.gov.br/vis/data3/data-explorer.php,FAILED,NO_DATE_FOUND_ALL_METHODS
